org_id.value,Negocio creado el,Fecha de ganado,Fecha de perdido,Origen,Tipo de cliente,Canal Agrupado,Tiempo de contacto (min),(C) (EXP) Plazo y Pago,(EXP) Fecha Kickoff,(EXP) Fecha de finalización de onboarding
33075.0,2021-12-27 18:39:13,,2024-05-27 22:39:02,API,B,,139.0,Mensual,2021-12-30,
33083.0,2021-12-28 16:14:47,,2023-10-03 14:30:32,API,C,,1397.0,Anual,2021-12-30,
33085.0,2021-12-28 16:26:08,,2024-01-05 13:11:23,API,B,,2996.0,Anual,2022-01-04,
33097.0,2021-12-29 14:03:27,2022-01-14 00:30:47,,API,B,,2397.0,Anual,2021-12-30,
28898.0,2021-12-29 20:03:53,,2023-04-30 00:00:00,API,B,,1397.0,Anual,2021-12-30,
33005.0,2021-12-30 18:12:34,,2024-12-31 00:00:00,API,C,,935.98,Mensual,2022-01-10,
33124.0,2021-12-31 16:42:45,2022-01-14 00:30:48,,API,B,,588.0,Anual,2022-01-18,
24690.0,2021-12-31 20:04:55,,2024-01-02 04:00:00,API,C,,2397.0,Anual,2022-01-06,
5929.0,2021-12-31 22:27:22,2022-01-14 00:30:48,,API,B,,41.2,Anual,2022-01-03,
33128.0,2021-12-31 22:43:54,2022-01-14 00:30:53,,API,A,,1956.0,Anual,2022-01-05,
10989.0,2021-12-31 22:53:37,,2023-01-02 04:08:37,API,C,,,Anual,2022-01-11,
33130.0,2022-01-01 01:07:12,,2023-06-27 19:09:49,API,B,,2997.0,Anual,2022-01-10,
33034.0,2022-01-03 15:46:57,,2023-06-27 19:09:49,API,C,,787.0,Anual,2022-01-04,
33159.0,2022-01-06 15:40:41,,2023-06-01 22:32:44,API,C,,2397.0,Anual,2022-01-07,
33229.0,2022-01-06 19:22:33,,2024-02-29 00:00:00,API,B,,99.0,Anual,2022-01-07,
32639.0,2022-01-06 20:14:15,,2023-04-30 00:00:00,API,B,,998.0,Anual,2022-01-10,
33306.0,2022-01-12 15:22:11,,2023-02-02 21:00:34,API,B,,,Anual,2022-01-13,
33308.0,2022-01-12 18:18:24,2022-01-14 00:30:53,,API,C,,1397.0,Anual,2022-01-13,
29987.0,2022-01-14 19:48:50,,2023-01-31 00:00:00,API,B,,,Anual,2022-01-26,
33305.0,2022-01-21 22:44:18,,2024-01-31 14:22:33,API,B,,1188.0,Anual,2022-01-26,
33594.0,2022-01-21 23:42:13,,2023-02-02 21:02:20,API,B,,1397.0,Anual,2022-01-28,
33638.0,2022-01-24 22:50:16,,2023-03-02 12:49:09,API,C,,349.0,Anual,2022-02-01,
33490.0,2022-01-24 22:57:05,2022-01-24 22:57:05,,API,B,,179.0,Anual,2022-01-27,
,2022-01-25 13:21:14,,2022-06-02 15:47:18,ManuallyCreated,C,,,Anual,2022-01-26,
16713.0,2022-01-27 00:04:03,,2024-06-03 03:31:22,API,C,,99.0,Anual,2022-02-01,
26726.0,2022-01-29 21:46:24,,2023-01-31 00:00:00,API,C,,,Anual,2022-02-06,
11126.0,2022-01-29 22:00:55,,2024-01-17 19:50:33,API,A,,2028.0,Anual,2022-02-06,
33791.0,2022-01-31 03:35:01,,2024-04-16 23:15:25,API,C,,1428.0,Anual,,
33797.0,2022-01-31 13:57:20,,2024-04-25 21:15:15,API,C,,1169.14,Anual,2022-02-01,
33808.0,2022-01-31 17:59:14,,2024-02-16 16:02:05,API,C,,948.0,Anual,2022-02-04,
33830.0,2022-02-01 03:30:10,,2023-10-03 14:32:24,API,C,,998.0,Anual,2022-02-02,
33952.0,2022-02-05 23:38:33,,2024-02-29 00:00:00,API,C,,1428.0,Anual,2022-02-08,
34019.0,2022-02-08 17:33:03,,2024-03-25 00:34:58,API,A,,119.0,Mensual,2022-02-24,
33867.0,2022-02-14 19:14:44,,2023-03-02 12:49:09,API,B,,1188.0,Anual,2022-02-16,
2119.0,2022-02-16 16:17:32,,2023-09-19 21:42:22,API,C,,588.0,Mensual,2022-02-16,
34198.0,2022-02-16 16:23:06,,2024-02-19 20:34:30,API,C,,99.0,Anual,2022-02-17,
34260.0,2022-02-18 16:46:43,,2022-04-14 00:00:00,API,B,,,Otros,,
28754.0,2022-02-24 21:10:00,,2024-03-25 01:00:32,API,B,,0.0,Anual,2022-03-04,
8949.0,2022-02-25 00:16:29,,2024-04-16 23:26:31,API,B,,99.0,Anual,2022-03-03,
34411.0,2022-02-25 00:39:08,,2023-09-15 19:22:53,API,C,,1908.0,Anual,2022-03-17,
34573.0,2022-03-03 18:59:08,,2023-03-31 00:00:00,API,C,,948.0,Anual,2022-03-10,
33621.0,2022-03-04 02:15:44,2022-03-04 02:15:45,,API,B,,999.6,Anual,2022-05-20,
34735.0,2022-03-08 20:15:27,,2024-03-18 16:28:12,API,B,,0.0,Anual,2022-03-10,
31963.0,2022-03-08 20:59:42,,2023-03-31 00:00:00,API,B,,349.0,Anual,2022-03-09,
20313.0,2022-03-16 21:36:24,,2023-09-15 20:26:56,API,C,,349.0,Anual,2022-03-21,
35008.0,2022-03-17 12:54:36,2022-03-17 12:54:37,,API,B,,54.0,Anual,2022-03-22,
7117.0,2022-03-19 19:56:00,2022-03-19 19:56:00,,API,B,,1366.76,Anual,2022-03-23,
5630.0,2022-03-21 18:21:55,,2024-04-19 21:00:19,API,B,,99.0,Anual,2022-03-23,
20413.0,2022-03-30 15:18:24,2022-03-30 15:18:24,,API,A,,5628.0,Anual,2022-04-01,
27080.0,2022-03-31 23:30:03,,2024-04-01 00:31:10,API,B,,99.0,Anual,2022-04-04,
35425.0,2022-04-05 23:50:03,,2024-05-27 17:51:41,API,B,,1358.76,Anual,2022-04-07,
35429.0,2022-04-06 00:24:49,,2023-07-27 16:13:55,API,B,,948.0,Anual,2022-04-08,
35430.0,2022-04-06 00:29:27,,2022-07-01 02:13:58,API,C,,,Anual,,
35431.0,2022-04-06 00:33:26,,2022-06-02 15:35:07,API,C,,,Anual,2022-04-07,
35435.0,2022-04-06 16:59:49,,2022-06-02 15:49:20,API,B,,,Otros,,
35391.0,2022-04-07 14:04:19,2022-04-07 14:04:19,,API,B,,349.0,Anual,2022-04-11,
35656.0,2022-04-21 19:45:31,2022-04-21 19:45:31,,API,B,,1428.0,Anual,2022-04-29,
20201.0,2022-04-23 00:36:19,2022-04-22 04:00:00,,API,B,,1428.0,Anual,2022-04-26,
35695.0,2022-04-24 00:36:30,,2024-05-27 18:12:37,API,C,,1397.0,Anual,2022-04-29,
16980.0,2022-04-28 16:01:49,,2024-07-17 20:22:43,API,B,,2028.0,Anual,2022-05-04,
34368.0,2022-04-30 01:10:23,2022-04-30 01:10:23,,API,B,,1768.12,Anual,2022-05-03,
35618.0,2022-04-30 01:36:24,2022-04-30 01:36:24,,API,B,,1428.0,Anual,2022-05-05,
4201.0,2022-04-30 02:02:35,,2024-11-11 19:35:04,API,B,,152.1,Mensual,2022-05-03,
35810.0,2022-04-30 16:20:20,,2024-08-19 15:28:29,API,B,,1428.0,Anual,2022-08-01,
35811.0,2022-04-30 16:38:58,,2024-06-03 03:22:45,API,C,,956.76,Anual,2022-05-06,
35295.0,2022-04-30 20:47:25,2022-04-30 20:47:25,,API,C,,,Anual,2022-05-13,
35025.0,2022-05-03 00:26:18,,2024-08-27 21:51:04,API,B,,603.0,Anual,2022-05-13,
35861.0,2022-05-03 20:22:07,,2023-05-29 00:00:00,API,B,,,Trimestral,,
35892.0,2022-05-04 18:25:13,,2023-06-01 22:31:08,API,C,,948.0,Anual,2022-05-05,
35893.0,2022-05-04 18:32:18,,2023-01-12 00:00:00,API,B,,,Anual,2022-05-20,
35894.0,2022-05-04 18:40:13,2024-06-04 19:56:06,,API,B,,,Anual,2024-08-02,2024-08-07
36019.0,2022-05-08 23:17:24,,2022-07-31 04:00:00,API,B,,,Anual,2022-05-08,
36169.0,2022-05-16 14:27:26,,2024-06-25 22:22:01,API,B,,956.76,Anual,2022-05-18,
36187.0,2022-05-17 12:36:03,2022-05-17 12:36:04,,API,B,,1278.36,Anual,2022-06-07,
36194.0,2022-05-17 19:42:16,,2023-06-27 19:18:11,API,C,,828.0,Anual,2022-05-23,
36245.0,2022-05-19 22:22:43,,2024-05-27 18:02:56,API,B,,831.6,Anual,2022-06-07,
36302.0,2022-05-23 17:56:41,2022-05-23 17:56:41,,API,B,,99.0,Mensual,2022-05-23,
35939.0,2022-05-24 16:21:54,,2023-06-01 22:45:42,API,B,,349.0,Anual,2022-05-24,
36323.0,2022-05-24 20:33:57,,2023-06-01 22:48:29,ManuallyCreated,C,,349.0,Anual,2022-05-27,
36327.0,2022-05-24 21:52:46,,2023-06-01 22:39:09,ManuallyCreated,C,,,Anual,2022-05-31,
36328.0,2022-05-24 23:06:20,,2023-06-01 22:49:42,ManuallyCreated,C,,349.0,Anual,2022-05-26,
36355.0,2022-05-26 04:06:48,,2024-05-31 04:00:00,API,B,,1908.0,Anual,2022-05-31,
36354.0,2022-05-26 04:09:52,,2024-01-09 22:42:33,API,B,Referrals,1908.0,Anual,2022-05-30,
17289.0,2022-05-30 13:23:15,2022-05-30 13:23:15,,API,B,,1908.0,Anual,2022-05-30,
36415.0,2022-05-30 22:59:30,2022-05-30 22:59:30,,API,C,,1188.0,Anual,2022-05-31,
15319.0,2022-05-31 19:31:39,,2024-08-19 16:09:04,API,B,,1428.0,Anual,2022-06-01,
36494.0,2022-05-31 04:00:00,,2023-07-03 19:23:29,API,B,,948.0,Anual,2022-06-13,
36537.0,2022-06-03 03:54:43,2022-06-03 03:54:43,,API,B,,1908.0,Anual,2022-06-06,
36572.0,2022-06-04 14:00:12,,2024-06-25 22:47:50,API,B,,948.0,Anual,2022-06-06,
36311.0,2022-06-06 12:51:41,,2024-06-25 22:57:37,API,B,,948.0,Anual,2022-06-10,
36365.0,2022-06-07 03:18:20,2022-06-07 03:18:23,,API,B,,1358.76,Anual,2022-06-09,
36644.0,2022-06-07 03:25:31,,2023-06-27 19:12:25,API,B,,948.0,Anual,2022-06-10,
36685.0,2022-06-08 14:03:23,,2024-08-24 17:19:48,API,B,,956.76,Anual,2022-06-09,
3971.0,2022-06-08 14:20:31,,2024-07-01 14:19:55,API,C,,1428.0,Anual,2022-06-17,
12861.0,2022-06-08 19:58:51,,2024-10-02 12:47:04,API,C,,1908.0,Anual,2022-06-13,
36704.0,2022-06-09 12:28:33,2022-06-09 12:28:34,,API,B,,1037.15,Anual,2022-06-13,
36706.0,2022-06-09 12:31:26,,2024-08-27 20:23:23,API,B,,44.0,Mensual,2022-06-13,
36467.0,2022-06-13 13:14:06,,2022-07-29 16:26:29,API,B,,,Mensual,2022-06-14,
36632.0,2022-06-13 14:04:09,,2022-07-29 16:35:32,ManuallyCreated,C,,,Mensual,2022-06-14,
36966.0,2022-06-14 01:22:07,,2023-07-31 00:00:00,API,A,,2988.0,Anual,2022-06-14,
36189.0,2022-06-14 01:28:30,,2023-12-20 15:20:28,API,B,,948.0,Anual,2022-06-14,
36612.0,2022-06-15 12:13:42,2022-06-15 12:13:42,,API,B,,663.6,Anual,2022-06-22,
37056.0,2022-06-15 12:17:40,2022-06-15 12:17:40,,API,B,,119.0,Mensual,2022-06-20,
37497.0,2022-06-20 21:30:51,,2022-09-30 04:00:00,API,B,,,Mensual,2022-06-23,
36037.0,2022-06-21 03:09:01,,2022-08-24 00:00:00,API,B,,,Trimestral,2022-06-28,
3502.0,2022-06-23 04:23:38,2022-06-23 04:00:00,,API,B,,956.76,Anual,2022-06-23,
37822.0,2022-06-24 23:17:47,,2023-09-01 13:36:01,API,B,,828.0,Anual,2022-07-01,
38203.0,2022-06-30 03:27:37,,2024-07-18 19:55:19,API,A,,2988.0,Anual,2022-07-09,
38230.0,2022-06-30 20:48:49,,2024-07-22 20:36:53,API,A,,4788.0,Anual,2022-07-05,
38231.0,2022-06-30 20:57:40,2022-06-30 20:57:40,,API,C,,2988.0,Anual,2022-07-27,
38236.0,2022-05-31 04:00:00,,2024-01-05 14:57:21,API,C,,1908.0,Anual,2022-06-10,
38245.0,2023-03-06 04:00:00,2022-07-01 02:12:51,,API,A,,2988.0,Anual,2023-05-01,
38247.0,2022-07-01 02:26:14,,2024-07-25 21:25:47,API,B,,1428.0,Anual,2022-07-04,
38725.0,2022-07-07 16:03:53,,2023-01-17 19:44:22,ManuallyCreated,C,,,Mensual,,
39104.0,2022-07-07 21:36:49,,2023-09-01 13:37:23,API,C,,948.0,Anual,2022-07-12,
39115.0,2022-07-08 00:28:51,,2023-07-27 14:21:08,API,C,,414.0,Anual,2022-08-01,
39946.0,2022-07-08 22:36:21,,2023-07-27 16:11:29,API,C,,1188.0,Anual,2022-07-11,
39951.0,2022-07-08 23:35:57,,2024-07-22 20:37:05,API,B,,1908.0,Anual,2022-07-13,
39956.0,2022-07-09 00:51:03,,2023-09-01 13:39:23,API,B,,414.0,Anual,2022-07-13,
39999.0,2022-07-09 17:06:15,,2022-09-30 19:23:44,API,C,,,Mensual,,
40072.0,2022-07-11 13:06:30,,2023-03-02 12:49:09,ManuallyCreated,C,,49.0,Mensual,2022-07-11,
40073.0,2022-07-11 13:28:38,,2022-10-31 22:44:50,ManuallyCreated,C,,,Mensual,2022-07-11,
40074.0,2022-07-11 13:41:47,,2022-10-31 22:36:29,ManuallyCreated,C,,,Mensual,,
40801.0,2022-07-15 21:05:09,2022-07-15 21:05:09,,API,B,,1188.0,Anual,2022-07-18,
40966.0,2022-07-19 00:20:06,2022-07-19 00:20:06,,API,C,,1908.0,Anual,2022-08-26,
41024.0,2022-07-19 22:32:51,,2023-09-01 18:39:05,API,B,,2988.0,Anual,2022-07-21,
41046.0,2022-07-20 14:54:03,,2024-10-21 23:00:50,API,C,,1908.0,Anual,2022-07-25,
41069.0,2022-07-20 20:13:14,2022-07-20 20:13:14,,API,A,,2988.0,Anual,2022-07-21,
41090.0,2022-07-21 01:47:08,2022-07-21 01:47:08,,API,B,,1428.0,Mensual,2022-07-27,
41210.0,2022-07-22 21:48:37,2022-07-22 21:48:37,,API,B,,948.0,Mensual,2022-07-25,
41351.0,2022-07-25 21:33:39,,2023-07-27 14:31:07,API,C,,1188.0,Anual,2022-07-27,
41359.0,2022-07-26 01:07:41,,2022-09-30 19:24:57,API,B,,,Mensual,,
41496.0,2022-07-28 01:09:15,,2022-09-30 18:55:55,API,B,,,Mensual,2022-07-29,
41498.0,2022-07-28 01:38:45,,2023-11-26 22:51:56,API,B,,1908.0,Anual,2022-08-02,
41528.0,2022-07-28 15:54:02,,2023-01-02 04:08:57,API,B,,,Mensual,2022-07-29,
41535.0,2022-07-28 18:57:26,,2024-08-27 19:58:07,API,B,,2988.0,Anual,2022-07-29,
41570.0,2022-07-29 03:32:30,2022-07-29 03:32:30,,API,B,,1908.0,Anual,2022-09-13,
41617.0,2022-07-29 22:16:53,2022-07-29 22:16:53,,API,C,,110.95,Mensual,2022-08-01,
41704.0,2022-07-31 22:06:10,,2022-11-30 00:00:00,API,B,,,Mensual,2022-08-03,
41751.0,2022-08-01 23:30:00,,2023-03-31 00:00:00,API,C,,948.0,Mensual,2022-08-04,
41789.0,2022-08-02 15:39:22,,2023-09-01 13:41:08,API,B,,948.0,Anual,2022-08-09,
41858.0,2022-08-03 18:58:15,,2025-01-27 20:20:09,API,B,,1428.0,Mensual,2022-08-05,
42401.0,2022-08-15 14:49:36,,2024-08-27 19:57:21,API,C,,6828.0,Anual,2022-08-17,
42419.0,2022-08-15 19:29:36,2022-08-15 19:29:36,,API,B,,2028.0,Anual,2022-08-18,
42450.0,2022-08-16 05:47:01,,2024-08-19 15:24:09,API,B,,1428.0,Anual,2022-08-19,
42537.0,2022-08-17 22:46:15,,2024-08-19 15:09:35,API,C,,99.0,Anual,2022-08-23,
38609.0,2022-07-01 04:00:00,,2022-09-30 19:42:41,ManuallyCreated,B,,,Mensual,2022-07-07,
42602.0,2022-08-19 14:41:04,,2022-09-30 04:00:00,API,B,,,Mensual,2022-08-24,
42700.0,2022-08-22 15:58:46,2022-08-22 16:14:37,,ManuallyCreated,C,,948.0,Anual,2022-08-24,
42718.0,2022-08-22 19:30:23,,2023-08-11 19:49:41,API,B,,99.0,Anual,2022-08-25,
42722.0,2022-08-22 19:51:04,2022-08-22 19:51:04,,API,B,,1188.0,Anual,2022-08-25,
42775.0,2022-08-23 23:57:52,2022-08-23 23:57:52,,API,C,,2028.0,Anual,2022-08-25,
42819.0,2022-08-24 23:02:25,,2024-08-19 16:22:06,API,B,,828.0,Anual,2022-08-30,
42821.0,2022-08-24 23:31:41,2022-08-24 23:31:41,,API,B,,1428.0,Anual,2022-08-29,
42852.0,2022-08-25 17:15:06,2022-08-25 17:15:06,,API,A,,2988.0,Anual,2022-08-29,
42890.0,2022-08-26 13:56:47,,2023-09-01 13:43:08,API,B,,99.0,Anual,2022-08-30,
42901.0,2022-08-26 16:38:11,,2023-01-02 04:10:20,API,B,,,Mensual,2022-08-30,
43032.0,2022-08-29 20:15:13,,2023-09-01 13:46:53,API,B,,99.0,Anual,2022-09-02,
43091.0,2022-08-30 23:09:13,2022-08-30 23:09:13,,API,B,,1428.0,Anual,2022-09-01,
43113.0,2022-08-31 15:29:05,,2024-11-27 18:45:08,API,B,,119.0,Mensual,2022-09-05,
43117.0,2022-08-31 16:22:25,,2024-10-02 12:56:43,API,B,,2028.0,Anual,2022-09-05,
43139.0,2022-09-01 00:17:54,2022-09-01 00:17:54,,API,B,,1428.0,Anual,2022-09-12,
43141.0,2022-09-01 01:21:14,,2024-10-02 12:52:27,API,B,,998.0,Anual,2022-09-02,
41535.0,2022-07-28 04:00:00,,2024-08-19 16:23:27,ManuallyCreated,B,,2988.0,Anual,2022-07-29,
43181.0,2022-09-01 22:25:42,2022-09-01 22:25:42,,API,B,,,Anual,2022-09-02,
43245.0,2022-09-02 18:56:16,,2022-11-30 00:00:00,API,C,,,Mensual,2022-09-05,
43257.0,2022-09-02 21:55:30,,2024-11-08 13:26:02,API,B,,948.0,Anual,2022-09-06,
43397.0,2022-09-05 20:11:56,2022-09-05 20:11:56,,API,B,,1428.0,Anual,2022-09-08,
43542.0,2022-09-07 20:50:22,,2023-09-15 19:40:21,API,C,,948.0,Anual,2022-09-12,
43577.0,2022-09-08 17:01:23,2022-09-08 17:01:23,,API,B,,1908.0,Mensual,2022-09-12,
43622.0,2022-09-09 20:20:38,,2023-10-24 14:21:09,API,B,,828.0,Anual,2022-09-17,
43642.0,2022-09-10 13:25:21,2022-09-10 13:25:21,,API,B,,1428.0,Anual,2022-09-29,
43644.0,2022-09-10 14:28:31,2022-09-10 14:28:32,,API,B,,1428.0,Mensual,2022-09-13,
43751.0,2022-09-13 00:51:23,,2023-11-16 21:37:07,API,B,,948.0,Mensual,2022-09-14,
43780.0,2022-09-13 14:41:53,,2023-01-02 04:11:04,API,C,,,Mensual,2022-09-16,
43970.0,2022-09-16 21:25:34,,2022-11-30 00:00:00,API,B,,,Mensual,2022-09-22,
44004.0,2022-09-17 17:17:30,2022-09-17 17:17:30,,API,B,,1428.0,Anual,2022-09-21,
44005.0,2022-09-17 17:53:05,,2022-11-30 00:00:00,API,B,,,Mensual,2022-09-20,
44075.0,2022-09-19 13:13:20,,2023-09-18 21:03:19,API,C,,1188.0,Anual,2022-09-20,
44077.0,2022-09-19 13:59:51,,2023-09-18 21:25:18,API,B,,1188.0,Anual,2022-10-24,
44082.0,2022-09-19 14:37:20,2022-09-19 14:37:21,,API,B,,948.0,Anual,2023-07-13,
44103.0,2022-09-19 21:18:08,2022-09-19 21:18:08,,API,C,,1988.0,Anual,2022-09-21,
54529.0,2022-09-21 14:48:33,,2023-11-01 14:35:16,API,B,,948.0,Mensual,2022-09-26,
54570.0,2022-09-22 14:37:25,2022-09-22 14:37:25,,API,C,,1428.0,Anual,2022-09-27,
54590.0,2022-09-22 20:14:52,,2023-01-02 04:11:47,API,B,,,Mensual,2022-09-30,
54648.0,2022-09-23 20:49:58,2022-09-23 20:49:58,,API,B,,349.0,Anual,2022-09-27,
207382.0,2022-09-28 01:46:25,2022-09-28 01:46:25,,API,B,,1428.0,Anual,2022-09-29,
57378.0,2022-09-29 17:02:52,2022-09-29 17:02:53,,API,B,,1428.0,Anual,2022-09-30,
57379.0,2022-09-29 17:11:48,,2024-12-31 00:00:00,API,A,,2988.0,Anual,2022-10-04,
57386.0,2022-09-29 19:09:25,,2023-01-31 00:00:00,API,B,,,Mensual,2022-09-30,
57425.0,2022-09-30 16:38:44,,2024-11-11 19:55:04,API,B,,1988.0,Anual,2022-10-03,
57507.0,2022-09-30 04:00:00,2022-10-03 15:49:40,,API,B,,1428.0,Anual,2022-10-06,
57515.0,2022-09-30 04:00:00,,2023-03-02 12:49:09,API,B,,159.0,Anual,2022-10-06,
57520.0,2022-09-30 04:00:00,2023-10-30 21:26:30,,API,B,,688.0,Anual,2022-10-04,
57531.0,2022-10-03 20:20:26,2024-01-30 14:55:09,,API,B,,69.0,Mensual,2022-10-13,
57534.0,2023-02-10 04:00:00,2022-10-03 20:46:49,,API,C,,414.0,Anual,2022-10-04,
57535.0,2022-09-30 04:00:00,2022-10-03 20:46:49,,API,B,,1428.0,Anual,2023-01-05,
36355.0,2022-05-31 04:00:00,,2024-11-08 13:26:02,ManuallyCreated,B,,,Anual,2022-05-31,
31853.0,2022-04-30 04:00:00,,2022-11-30 04:00:00,ManuallyCreated,B,,,Anual,2021-10-06,
66800.0,2022-10-05 22:54:08,2022-10-05 22:54:08,,API,C,,2988.0,Mensual,2022-10-12,
66822.0,2022-10-06 16:27:41,,2024-06-25 22:24:53,API,B,,99.0,Anual,2022-10-17,
78833.0,2022-10-11 01:10:05,,2022-11-30 00:00:00,API,C,,,Mensual,2022-10-13,
78836.0,2022-10-11 01:36:13,2022-10-11 01:36:13,,API,B,,414.0,Anual,2022-10-20,
78867.0,2022-10-11 20:41:40,2022-10-11 20:42:48,,ManuallyCreated,C,,79.0,Mensual,2022-10-31,
43283.0,2022-09-22 04:00:00,,2024-05-03 21:16:15,ManuallyCreated,B,,,Anual,2022-09-07,
78961.0,2022-10-13 16:32:19,2022-10-13 16:32:19,,API,B,,1428.0,Anual,2022-10-17,
78975.0,2022-10-13 22:28:47,2022-10-13 22:28:47,,API,A,,228.0,Anual,2022-10-18,
78833.0,2022-10-18 16:03:53,,2022-11-30 00:00:00,ManuallyCreated,C,,,Mensual,2022-10-13,
88870.0,2022-10-18 19:03:41,2022-10-18 19:03:41,,API,A,,2988.0,Anual,2022-10-19,
88957.0,2022-10-20 03:09:48,,2023-10-03 14:37:57,API,B,,948.0,Anual,2022-10-24,
89020.0,2022-10-21 13:57:11,,2023-11-03 21:17:36,API,C,,99.0,Anual,2022-10-24,
7569.0,2021-10-26 04:00:00,2022-01-14 00:30:17,,ManuallyCreated,B,,998.0,Anual,2019-10-10,
89256.0,2022-10-27 21:32:19,2022-10-27 21:32:19,,API,B,,1188.0,Anual,2022-10-31,
89359.0,2022-10-30 22:44:56,2022-10-30 22:44:56,,API,A,,1397.0,Anual,2022-11-01,
89360.0,2022-10-30 23:03:18,,2024-11-11 20:00:31,API,B,,1988.0,Anual,2022-11-14,
89385.0,2022-10-31 20:32:31,2022-10-31 20:32:31,,API,A,,2988.0,Anual,2022-11-03,
89388.0,2022-10-31 22:07:54,2022-10-31 22:07:54,,API,A,,349.0,Anual,2022-11-03,
89391.0,2022-11-01 00:25:34,2022-11-01 00:25:34,,API,B,,1988.0,Anual,2022-11-03,
89392.0,2022-11-01 00:52:10,,2024-12-31 00:00:00,API,B,,1428.0,Anual,2022-11-04,
89393.0,2022-11-01 01:10:46,2022-11-01 01:10:46,,API,B,,998.0,Anual,2022-11-03,
89574.0,2022-11-05 16:52:34,,2023-11-21 22:03:53,API,B,,948.0,Anual,2022-11-08,
89645.0,2022-11-07 23:05:39,2022-11-07 23:05:39,,API,B,,594.0,Anual,2022-11-09,
89670.0,2022-11-08 15:53:22,2022-11-08 15:53:22,,API,B,,1188.0,Anual,2022-11-10,
89674.0,2022-11-08 18:50:14,2022-11-08 18:50:15,,API,B,,90.0,Mensual,2022-11-09,
89681.0,2022-11-08 21:58:24,2022-11-08 21:58:24,,API,B,,1188.0,Anual,2022-11-14,
89708.0,2022-11-09 13:45:20,2022-11-09 13:45:20,,API,B,,1397.0,Anual,2022-11-11,
89737.0,2022-11-10 02:22:49,,2023-11-01 15:41:36,API,B,,948.0,Anual,2022-11-10,
89752.0,2022-11-10 14:49:25,2022-11-10 14:49:25,,API,B,,1908.0,Anual,2022-11-14,
89762.0,2022-11-10 18:15:30,,2023-11-01 16:33:41,API,B,,948.0,Anual,2022-11-11,
89766.0,2022-11-10 19:39:42,2022-11-10 19:39:42,,API,B,,1188.0,Anual,2022-11-15,
89852.0,2022-11-13 20:01:41,2022-11-13 20:01:41,,API,A,,2028.0,Anual,2022-12-28,
93920.0,2022-11-15 02:06:20,,2024-07-10 19:14:21,API,B,,948.0,Anual,2022-11-15,
121713.0,2022-11-16 18:36:58,,2023-11-01 16:18:45,API,B,,948.0,Anual,2022-11-21,
121724.0,2022-11-16 22:09:13,2022-11-16 22:09:13,,API,B,,349.0,Anual,2022-11-21,
121768.0,2022-11-18 14:51:03,,2023-11-01 15:46:08,API,B,,948.0,Anual,2022-11-29,
121774.0,2022-11-18 17:16:40,,2023-11-30 16:56:49,API,B,,2028.0,Anual,2022-11-23,
121786.0,2022-11-18 22:22:58,2022-11-18 22:22:58,,API,A,,1428.0,Anual,2022-12-05,
121807.0,2022-11-19 19:18:29,,2023-11-30 16:26:04,API,A,,2988.0,Anual,2022-11-22,
121809.0,2022-11-19 19:44:18,,2023-11-16 22:38:31,API,B,,828.0,Anual,2022-11-24,
122386.0,2023-05-01 04:00:00,2024-11-12 12:54:42,,API,C,,828.0,Mensual,2024-11-14,2025-01-23
122438.0,2022-11-24 19:07:24,2022-11-24 19:07:24,,API,B,,1428.0,Anual,2022-11-28,
43622.0,2023-04-01 04:00:00,,2023-10-26 16:39:02,ManuallyCreated,B,,828.0,Anual,2022-09-17,
122440.0,2022-11-24 23:09:41,2022-11-24 23:09:41,,API,B,,1428.0,Anual,2022-12-28,
122453.0,2022-11-25 16:42:01,,2024-01-03 22:30:33,API,C,Paid Ads,474.0,Anual,,
122468.0,2022-11-25 23:40:38,,2023-11-03 21:33:26,API,C,,948.0,Anual,,
,2022-11-26 00:57:16,2022-11-26 00:57:51,,ManuallyCreated,C,,998.0,Anual,2022-11-29,
,2022-11-26 01:06:14,2022-11-26 01:06:28,,ManuallyCreated,C,,948.0,Anual,2022-12-12,
122471.0,2022-11-26 02:32:49,,2023-11-28 19:39:11,API,C,,948.0,Anual,2022-11-30,
122472.0,2022-11-26 02:58:39,,2024-01-04 14:52:10,API,C,,948.0,Anual,2023-01-10,
122486.0,2022-11-26 18:34:09,2022-11-26 18:34:09,,API,B,,1428.0,Anual,2022-12-16,
122487.0,2022-11-26 18:39:44,,2023-11-26 21:48:46,API,B,,1428.0,Anual,2022-11-29,
122488.0,2022-11-26 18:47:10,,2023-12-05 22:49:12,API,B,,948.0,Anual,2022-11-30,
122489.0,2022-11-26 18:53:21,2022-11-26 18:53:22,,API,B,,1188.0,Anual,2022-11-29,
137462.0,2022-11-28 23:42:19,,2023-11-28 04:00:00,API,B,,948.0,Anual,2022-11-30,
137484.0,2022-11-29 17:11:35,2022-11-29 17:11:35,,API,B,,828.0,Anual,2022-12-01,
137504.0,2022-11-29 23:33:39,,2023-11-01 16:02:39,API,B,,2988.0,Anual,2022-11-30,
122523.0,2022-11-30 12:42:14,,2023-11-03 21:11:31,API,B,,948.0,Anual,2022-12-02,
137463.0,2022-11-30 12:43:27,2022-11-30 12:43:27,,API,A,,2988.0,Anual,2022-12-01,
137521.0,2022-11-30 16:58:58,2022-11-30 16:58:58,,API,C,,758.4,Anual,2022-12-01,
